step,episode,episode_step,reward,episode_return,done,scenario_name,load_variance,overload_ratio,sla_count,handover_count,load_imbalance_start,load_imbalance_end,instant_reward_mean,dense_window_reward,episode_terminal_reward,action_direction_reward,terminal_reward_only,use_progress_reward,overloaded_negative_fraction,light_nonnegative_fraction,bias_matrix,target_load_matrix,load_matrix,sla_matrix,ue_count_matrix,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,bias_g0_eMBB,bias_g0_URLLC,bias_g0_mMTC,bias_g1_eMBB,bias_g1_URLLC,bias_g1_mMTC,bias_g2_eMBB,bias_g2_URLLC,bias_g2_mMTC,target_load_g0_eMBB,target_load_g0_URLLC,target_load_g0_mMTC,target_load_g1_eMBB,target_load_g1_URLLC,target_load_g1_mMTC,target_load_g2_eMBB,target_load_g2_URLLC,target_load_g2_mMTC,load_g0_eMBB,load_g0_URLLC,load_g0_mMTC,load_g1_eMBB,load_g1_URLLC,load_g1_mMTC,load_g2_eMBB,load_g2_URLLC,load_g2_mMTC,sla_g0_eMBB,sla_g0_URLLC,sla_g0_mMTC,sla_g1_eMBB,sla_g1_URLLC,sla_g1_mMTC,sla_g2_eMBB,sla_g2_URLLC,sla_g2_mMTC,ue_count_g0_eMBB,ue_count_g0_URLLC,ue_count_g0_mMTC,ue_count_g1_eMBB,ue_count_g1_URLLC,ue_count_g1_mMTC,ue_count_g2_eMBB,ue_count_g2_URLLC,ue_count_g2_mMTC
1206,1205,1,-10.968940734863281,-10.968940734863281,True,all_offload_balancing,0.3782658997087014,0.5555555555555556,5.0,1,0.2460777429320996,0.3782658997087014,-10.968940928105559,-10.968940928105559,-10.968940928105559,0.3918298085530599,True,False,0.2,0.0,"[[-0.2544446289539337, 0.9832212924957275, -0.261428564786911], [0.47544893622398376, 0.848021388053894, 1.0], [-0.7330323457717896, -0.9285643696784973, 0.22793617844581604]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.9090909090909091, 0.7878787878787878], [0.5294117647058824, 1.0, 0.9090909090909091], [0.0, 0.0, 1.0]]","[[0.46071379939536367, 1.0, 0.0], [0.5232944833620327, 1.0, 0.0], [0.6191668018729399, 0.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-0.2544446289539337,0.9832212924957275,-0.261428564786911,0.47544893622398376,0.848021388053894,2.0302255153656006,-0.7330323457717896,-0.9285643696784973,0.22793617844581604,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.2544446289539337,0.9832212924957275,-0.261428564786911,0.47544893622398376,0.848021388053894,1.0,-0.7330323457717896,-0.9285643696784973,0.22793617844581604,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.9090909090909091,0.7878787878787878,0.5294117647058824,1.0,0.9090909090909091,0.0,0.0,1.0,0.46071379939536367,1.0,0.0,0.5232944833620327,1.0,0.0,0.6191668018729399,0.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
1207,1206,1,-13.195963859558105,-13.195963859558105,True,all_offload_balancing,0.38021189137892497,0.4444444444444444,6.0,1,0.2460777429320996,0.38021189137892497,-13.195963767284791,-13.195963767284791,-13.195963767284791,0.3282384094264772,True,False,0.75,0.5,"[[-1.0, -0.7231272459030151, -1.0], [-1.0, -0.36967238783836365, 0.0844501182436943], [-0.08552423119544983, 0.22841978073120117, -0.060021594166755676]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.8484848484848485, 0.0], [0.5882352941176471, 1.0, 0.9090909090909091], [0.0, 0.7878787878787878, 1.0]]","[[0.373549916388972, 1.0, 0.0], [0.32072308706779457, 1.0, 0.0], [0.6167725878346904, 1.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-1.3517197370529175,-0.7231272459030151,-1.4402010440826416,-1.5680204629898071,-0.36967238783836365,0.0844501182436943,-0.08552423119544983,0.22841978073120117,-0.060021594166755676,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-1.0,-0.7231272459030151,-1.0,-1.0,-0.36967238783836365,0.0844501182436943,-0.08552423119544983,0.22841978073120117,-0.060021594166755676,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.8484848484848485,0.0,0.5882352941176471,1.0,0.9090909090909091,0.0,0.7878787878787878,1.0,0.373549916388972,1.0,0.0,0.32072308706779457,1.0,0.0,0.6167725878346904,1.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
1208,1207,1,-11.673235893249512,-11.673235893249512,True,all_offload_balancing,0.4419328724665833,0.4444444444444444,5.0,1,0.2460777429320996,0.4419328724665833,-11.673235846997894,-11.673235846997894,-11.673235846997894,0.27319841252432925,True,False,1.0,0.5,"[[-0.1775798797607422, -1.0, 1.0], [-0.8892216682434082, -0.37497320771217346, 1.0], [-0.9056468605995178, 0.5282917022705078, -1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 1.0, 0.5454545454545454], [0.47058823529411764, 1.0, 0.48484848484848486], [0.0, 0.0, 1.0]]","[[0.6349072485126596, 1.0, 0.0], [0.5249661235139228, 1.0, 0.0], [0.5936366373423405, 0.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-0.1775798797607422,-1.681595802307129,2.8427600860595703,-0.8892216682434082,-0.37497320771217346,1.6608668565750122,-0.9056468605995178,0.5282917022705078,-1.8951525688171387,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.1775798797607422,-1.0,1.0,-0.8892216682434082,-0.37497320771217346,1.0,-0.9056468605995178,0.5282917022705078,-1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,1.0,0.5454545454545454,0.47058823529411764,1.0,0.48484848484848486,0.0,0.0,1.0,0.6349072485126596,1.0,0.0,0.5249661235139228,1.0,0.0,0.5936366373423405,0.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
1209,1208,1,-10.691947937011719,-10.691947937011719,True,all_offload_balancing,0.43915792788603947,0.3333333333333333,5.0,1,0.2460777429320996,0.43915792788603947,-10.691948038838564,-10.691948038838564,-10.691948038838564,0.07078798446390366,True,False,0.3333333333333333,0.5,"[[0.7073432803153992, -0.7433842420578003, 0.49863746762275696], [0.544533371925354, -0.16658058762550354, -0.2735282778739929], [0.30170589685440063, 0.10753981024026871, 0.27477410435676575]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 0.0], [0.23529411764705882, 1.0, 0.36363636363636365], [0.5294117647058824, 0.6060606060606061, 1.0]]","[[0.48042782809870754, 0.0, 0.0], [0.38575585321824785, 1.0, 0.0], [0.5172038777489728, 1.0, 0.0]]","[[4.0, 2.0, 3.0], [3.0, 5.0, 2.0], [3.0, 3.0, 5.0]]",0.7073432803153992,-0.7433842420578003,0.49863746762275696,0.544533371925354,-0.16658058762550354,-0.2735282778739929,0.30170589685440063,0.10753981024026871,0.27477410435676575,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,0.7073432803153992,-0.7433842420578003,0.49863746762275696,0.544533371925354,-0.16658058762550354,-0.2735282778739929,0.30170589685440063,0.10753981024026871,0.27477410435676575,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,0.0,0.23529411764705882,1.0,0.36363636363636365,0.5294117647058824,0.6060606060606061,1.0,0.48042782809870754,0.0,0.0,0.38575585321824785,1.0,0.0,0.5172038777489728,1.0,0.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0
1210,1209,1,-8.35879135131836,-8.35879135131836,True,all_offload_balancing,0.41567187021732477,0.5555555555555556,4.0,1,0.2460777429320996,0.41567187021732477,-8.358791659166297,-8.358791659166297,-8.358791659166297,-0.1350400315390693,True,False,0.8,0.3333333333333333,"[[0.42066437005996704, -1.0, -1.0], [-0.7877633571624756, -0.7224081754684448, -1.0], [0.46861985325813293, -1.0, -0.4097195565700531]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 0.9696969696969697], [1.0, 1.0, 0.6666666666666666], [0.0, 0.36363636363636365, 1.0]]","[[0.33261649968281476, 0.0, 0.0], [0.5334585015955995, 1.0, 0.0], [0.6175164465129069, 0.0, 0.0]]","[[5.0, 2.0, 4.0], [3.0, 5.0, 2.0], [2.0, 3.0, 4.0]]",0.42066437005996704,-1.0468236207962036,-1.0789122581481934,-0.7877633571624756,-0.7224081754684448,-1.5434596538543701,0.46861985325813293,-2.0691208839416504,-0.4097195565700531,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,0.42066437005996704,-1.0,-1.0,-0.7877633571624756,-0.7224081754684448,-1.0,0.46861985325813293,-1.0,-0.4097195565700531,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,0.9696969696969697,1.0,1.0,0.6666666666666666,0.0,0.36363636363636365,1.0,0.33261649968281476,0.0,0.0,0.5334585015955995,1.0,0.0,0.6175164465129069,0.0,0.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0
1211,1210,1,-11.056077003479004,-11.056077003479004,True,all_offload_balancing,0.2480645114597091,0.3333333333333333,5.0,1,0.2460777429320996,0.2480645114597091,-11.05607653232342,-11.05607653232342,-11.05607653232342,0.2513097988234626,True,False,0.3333333333333333,0.0,"[[-0.12332835793495178, 0.2581380307674408, -1.0], [-0.17825135588645935, 1.0, -1.0], [0.3718326985836029, -0.44415363669395447, -1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.7272727272727273, 0.5454545454545454], [0.5882352941176471, 1.0, 0.42424242424242425], [1.0, 0.06060606060606061, 0.0]]","[[0.4414897331740138, 1.0, 0.0], [0.524446848687206, 1.0, 0.0], [0.639142891268267, 0.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-0.12332835793495178,0.2581380307674408,-1.3489445447921753,-0.17825135588645935,1.5491832494735718,-1.4546345472335815,0.3718326985836029,-0.44415363669395447,-1.4413952827453613,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.12332835793495178,0.2581380307674408,-1.0,-0.17825135588645935,1.0,-1.0,0.3718326985836029,-0.44415363669395447,-1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.7272727272727273,0.5454545454545454,0.5882352941176471,1.0,0.42424242424242425,1.0,0.06060606060606061,0.0,0.4414897331740138,1.0,0.0,0.524446848687206,1.0,0.0,0.639142891268267,0.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
1212,1211,1,-10.327345848083496,-10.327345848083496,True,all_offload_balancing,0.40340986319805655,0.5555555555555556,5.0,1,0.2460777429320996,0.40340986319805655,-10.327345371555145,-10.327345371555145,-10.327345371555145,-0.21290018823411727,True,False,0.4,0.3333333333333333,"[[-0.02909347414970398, 0.6048647165298462, -1.0], [-0.23367822170257568, 0.9582633972167969, -1.0], [-0.178340882062912, 0.22172653675079346, 1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 1.0], [0.0, 1.0, 0.8484848484848485], [0.29411764705882354, 1.0, 1.0]]","[[0.2334044191471036, 0.0, 0.0], [0.26832145795955265, 1.0, 0.0], [0.6435070566786788, 1.0, 0.0]]","[[4.0, 2.0, 3.0], [3.0, 5.0, 2.0], [3.0, 3.0, 5.0]]",-0.02909347414970398,0.6048647165298462,-1.6634315252304077,-0.23367822170257568,0.9582633972167969,-1.6965091228485107,-0.178340882062912,0.22172653675079346,1.350746750831604,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.02909347414970398,0.6048647165298462,-1.0,-0.23367822170257568,0.9582633972167969,-1.0,-0.178340882062912,0.22172653675079346,1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,1.0,0.0,1.0,0.8484848484848485,0.29411764705882354,1.0,1.0,0.2334044191471036,0.0,0.0,0.26832145795955265,1.0,0.0,0.6435070566786788,1.0,0.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0
1213,1212,1,-13.609309196472168,-13.609309196472168,True,all_offload_balancing,0.40424446485052545,0.3333333333333333,6.0,1,0.2460777429320996,0.40424446485052545,-13.609309591748453,-13.609309591748453,-13.609309591748453,0.2696432868639628,True,False,1.0,0.25,"[[-0.7411166429519653, -1.0, 0.15280956029891968], [0.2669779360294342, -0.0573306679725647, -0.41383516788482666], [-1.0, 0.5355566143989563, -0.7841267585754395]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.36363636363636365, 0.5454545454545454], [0.0, 1.0, 0.18181818181818182], [0.0, 0.7878787878787878, 1.0]]","[[0.5808783348465844, 1.0, 0.0], [0.24553561949328287, 1.0, 0.0], [0.606497454645965, 1.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-0.7411166429519653,-1.346272349357605,0.15280956029891968,0.2669779360294342,-0.0573306679725647,-0.41383516788482666,-1.5274934768676758,0.5355566143989563,-0.7841267585754395,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.7411166429519653,-1.0,0.15280956029891968,0.2669779360294342,-0.0573306679725647,-0.41383516788482666,-1.0,0.5355566143989563,-0.7841267585754395,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.36363636363636365,0.5454545454545454,0.0,1.0,0.18181818181818182,0.0,0.7878787878787878,1.0,0.5808783348465844,1.0,0.0,0.24553561949328287,1.0,0.0,0.606497454645965,1.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
1214,1213,1,-14.687638282775879,-14.687638282775879,True,all_offload_balancing,0.4444444444444445,0.6666666666666666,6.0,1,0.2460777429320996,0.4444444444444445,-14.687638495968184,-14.687638495968184,-14.687638495968184,-0.3057009081045786,True,False,0.8333333333333334,0.3333333333333333,"[[-0.31436893343925476, -1.0, -0.9439999461174011], [-1.0, -0.24018964171409607, -0.6834484934806824], [-0.005597963929176331, -1.0, 0.29716625809669495]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 1.0, 0.0], [1.0, 1.0, 0.0], [0.0, 1.0, 1.0]]","[[0.5376059529597215, 1.0, 0.0], [0.3677062974512884, 1.0, 0.0], [0.6183691206518414, 1.0, 0.0]]","[[4.0, 2.0, 3.0], [4.0, 5.0, 2.0], [2.0, 3.0, 5.0]]",-0.31436893343925476,-1.2448313236236572,-0.9439999461174011,-1.4407655000686646,-0.24018964171409607,-0.6834484934806824,-0.005597963929176331,-1.031394362449646,0.29716625809669495,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.31436893343925476,-1.0,-0.9439999461174011,-1.0,-0.24018964171409607,-0.6834484934806824,-0.005597963929176331,-1.0,0.29716625809669495,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5376059529597215,1.0,0.0,0.3677062974512884,1.0,0.0,0.6183691206518414,1.0,0.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0
1215,1214,1,-10.720733642578125,-10.720733642578125,True,all_offload_balancing,0.6601367207427814,0.5555555555555556,5.0,1,0.2460777429320996,0.6601367207427814,-10.720733677520158,-10.720733677520158,-10.720733677520158,0.10534044437938267,True,False,0.4,0.5,"[[-0.08908461034297943, -0.25977668166160583, 0.1638774275779724], [-0.9815325736999512, 0.5058206915855408, -0.0062538087368011475], [0.6806085109710693, 1.0, 0.37839993834495544]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.0, 0.0], [0.0, 1.0, 0.9696969696969697], [0.0, 1.0, 1.0]]","[[0.43709351936839613, 0.0, 0.0], [0.266155904052829, 1.0, 0.0], [0.6079112677598494, 1.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 5.0, 3.0], [2.0, 3.0, 4.0]]",-0.08908461034297943,-0.25977668166160583,0.1638774275779724,-0.9815325736999512,0.5058206915855408,-0.0062538087368011475,0.6806085109710693,2.310421943664551,0.37839993834495544,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.08908461034297943,-0.25977668166160583,0.1638774275779724,-0.9815325736999512,0.5058206915855408,-0.0062538087368011475,0.6806085109710693,1.0,0.37839993834495544,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.0,0.0,0.0,1.0,0.9696969696969697,0.0,1.0,1.0,0.43709351936839613,0.0,0.0,0.266155904052829,1.0,0.0,0.6079112677598494,1.0,0.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0
1216,1215,1,-13.637310028076172,-13.637310028076172,True,all_offload_balancing,0.2889338669982478,0.3333333333333333,6.0,1,0.2460777429320996,0.2889338669982478,-13.637310354704292,-13.637310354704292,-13.637310354704292,0.12433686521318221,True,False,0.0,1.0,"[[0.2892554998397827, 0.41451191902160645, 0.40630871057510376], [0.7923619747161865, 0.7704073190689087, 1.0], [-0.11790528893470764, -0.47875723242759705, 1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.8484848484848485, 0.36363636363636365], [0.17647058823529413, 1.0, 0.0], [0.5882352941176471, 0.8484848484848485, 1.0]]","[[0.43067334469355495, 1.0, 0.0], [0.24569858815730142, 1.0, 0.0], [0.7422446401050693, 1.0, 0.0]]","[[4.0, 2.0, 3.0], [3.0, 5.0, 2.0], [3.0, 3.0, 5.0]]",0.2892554998397827,0.41451191902160645,0.40630871057510376,0.7923619747161865,0.7704073190689087,1.0736241340637207,-0.11790528893470764,-0.47875723242759705,1.807546615600586,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,0.2892554998397827,0.41451191902160645,0.40630871057510376,0.7923619747161865,0.7704073190689087,1.0,-0.11790528893470764,-0.47875723242759705,1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.8484848484848485,0.36363636363636365,0.17647058823529413,1.0,0.0,0.5882352941176471,0.8484848484848485,1.0,0.43067334469355495,1.0,0.0,0.24569858815730142,1.0,0.0,0.7422446401050693,1.0,0.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0
1217,1216,1,-12.62566089630127,-12.62566089630127,True,all_offload_balancing,0.23952008286704735,0.5555555555555556,5.0,1,0.2460777429320996,0.23952008286704735,-12.625661223111816,-12.625661223111816,-12.625661223111816,-0.11902159452438354,True,False,0.4,1.0,"[[-0.8186657428741455, -0.23107004165649414, 1.0], [0.40092453360557556, 0.9618464708328247, 0.8537136316299438], [-1.0, 0.6141355037689209, 1.0]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[0.8823529411764706, 1.0, 0.7272727272727273], [0.8823529411764706, 1.0, 0.7272727272727273], [0.8235294117647058, 0.0, 1.0]]","[[0.5832037639105511, 1.0, 0.0], [0.6043909446027969, 1.0, 0.0], [0.8101885625644409, 0.0, 0.0]]","[[5.0, 3.0, 3.0], [3.0, 4.0, 2.0], [2.0, 3.0, 5.0]]",-0.8186657428741455,-0.23107004165649414,1.4551844596862793,0.40092453360557556,0.9618464708328247,0.8537136316299438,-1.0593059062957764,0.6141355037689209,1.4613693952560425,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-0.8186657428741455,-0.23107004165649414,1.0,0.40092453360557556,0.9618464708328247,0.8537136316299438,-1.0,0.6141355037689209,1.0,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,0.8823529411764706,1.0,0.7272727272727273,0.8823529411764706,1.0,0.7272727272727273,0.8235294117647058,0.0,1.0,0.5832037639105511,1.0,0.0,0.6043909446027969,1.0,0.0,0.8101885625644409,0.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0
1218,1217,1,-15.371451377868652,-15.371451377868652,True,all_offload_balancing,0.38791960004081216,0.4444444444444444,6.0,1,0.2460777429320996,0.38791960004081216,-15.371451130599489,-15.371451130599489,-15.371451130599489,0.3499712414211697,True,False,0.75,0.5,"[[-1.0, -0.8374422788619995, -0.5555915832519531], [-0.48825135827064514, 0.396027535200119, -1.0], [1.0, -1.0, -0.8521833419799805]]","[[0.88, 0.18, 0.5], [0.5, 0.88, 0.18], [0.18, 0.5, 0.88]]","[[1.0, 0.5454545454545454, 0.48484848484848486], [1.0, 1.0, 0.12121212121212122], [0.0, 0.8484848484848485, 1.0]]","[[0.6740204865522712, 1.0, 0.0], [0.7421606585051559, 1.0, 0.0], [0.6043810914840313, 1.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 4.0, 2.0], [2.0, 4.0, 5.0]]",-1.0328583717346191,-0.8374422788619995,-0.5555915832519531,-0.48825135827064514,0.396027535200119,-1.4698154926300049,1.1463203430175781,-1.2199863195419312,-0.8521833419799805,0.8823529481887817,0.1818181872367859,0.4848484992980957,0.5,0.8787878751754761,0.1818181872367859,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4000000059604645,0.6000000238418579,0.6000000238418579,1.0,0.4000000059604645,0.4000000059604645,0.6000000238418579,1.0,-1.0,-0.8374422788619995,-0.5555915832519531,-0.48825135827064514,0.396027535200119,-1.0,1.0,-1.0,-0.8521833419799805,0.88,0.18,0.5,0.5,0.88,0.18,0.18,0.5,0.88,1.0,0.5454545454545454,0.48484848484848486,1.0,1.0,0.12121212121212122,0.0,0.8484848484848485,1.0,0.6740204865522712,1.0,0.0,0.7421606585051559,1.0,0.0,0.6043810914840313,1.0,0.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0
